mol_idx,smiles,n_atoms,k_requested,n_partitions,score,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,contribution_setting
12,NC(C#C)(C#N)C1CO1,15,4,4,0.9887851544833658,0.9822181734096208,0.013133962147405377,0.004647864442910333,-1522.078526748084,0.0,True,0.0,Greedy-Random (k=4),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,4,4,0.9895393927081001,0.9847279000190052,0.009622985378109553,0.005649114602825097,-1633.5341333303422,0.0,True,2.783825214348764e-16,Greedy-Random (k=4),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,4,4,0.9788864267833066,0.968505826510896,0.02076120054473305,0.01073297294430488,-1468.7092323270667,0.0,True,4.644357176463559e-16,Greedy-Random (k=4),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,4,4,0.9815001229810102,0.9726166770201233,0.017766891921688358,0.00961643105812436,-1539.7034466654081,0.0,True,4.430210426604852e-16,Greedy-Random (k=4),with_single_atom_contributions
16,CCC(COC=N)=NO,19,4,4,0.9907950008283327,0.9856580260825577,0.010273949491474928,0.004068024425911102,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Random (k=4),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,4,4,0.9947536185965968,0.990438839822093,0.00862955754891867,0.0009316026289216797,-1500.7105462489424,0.0,True,3.030213601304291e-16,Greedy-Random (k=4),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,4,4,0.9899569248718931,0.9823585389274463,0.01519677188880963,0.0024446891836810837,-1543.56841988232,0.0,True,7.365195883592644e-16,Greedy-Random (k=4),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,4,4,0.9922130067919009,0.9888863069465158,0.006653399690691932,0.0044602933627334125,-1678.2201106753193,0.0,True,0.0,Greedy-Random (k=4),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.9990012639540917,0.998002527908157,0.0019974720917639703,0.0,-1261.5773353406917,0.0,True,5.406890304869291e-16,Greedy-Distance (k=2),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.9997214597417187,0.9994429194834209,0.0005570805165296132,0.0,-2019.579175708967,0.0,True,2.2516936020931387e-16,Greedy-Distance (k=2),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.9851868493788455,0.9703736987576689,0.029626301242265406,0.0,-1432.333978567099,0.0,True,1.587434766231545e-16,Greedy-Distance (k=2),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.9990551442996298,0.9981102885992401,0.0018897114007014825,0.0,-1709.9491432050593,0.0,True,1.329710163291984e-15,Greedy-Distance (k=2),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9963622744699442,0.9927245489398677,0.007275451060070017,0.0,-1585.2289793332293,0.0,True,5.737308071136939e-16,Greedy-Distance (k=2),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9994698297471437,0.9989396594942669,0.0010603405056720573,0.0,-1638.6151914305615,0.0,True,6.937982652434522e-16,Greedy-Distance (k=2),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.999761805440993,0.9995236108819658,0.00047638911797375514,0.0,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Greedy-Distance (k=2),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.9998549189152355,0.999709837830454,0.00029016216949550395,0.0,-1980.9096562034208,0.0,True,5.739122799749517e-16,Greedy-Distance (k=2),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9991132573353053,0.9982265146705905,0.0017734853293496888,0.0,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Greedy-Distance (k=2),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.999665517951089,0.9993310359021578,0.000668964097780526,0.0,-1618.1339928096172,0.0,True,1.5456757233884204e-15,Greedy-Distance (k=2),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.9978437793655942,0.9956875587311728,0.004312441268780953,0.0,-2142.2303783647435,0.0,True,1.485942636400758e-15,Greedy-Distance (k=2),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.9960663075715037,0.9921326151429901,0.007867384856957626,0.0,-1884.4887779695775,0.0,True,0.0,Greedy-Distance (k=2),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9989734973267947,0.9979469946535677,0.0020530053463667986,0.0,-1522.078526748084,0.0,True,2.9876733880347196e-16,Greedy-Distance (k=2),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.9989947988974631,0.9979895977949059,0.002010402205033095,0.0,-1633.5341333303422,0.0,True,5.567650428697528e-16,Greedy-Distance (k=2),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9964428106725393,0.9928856213450556,0.007114378654876121,0.0,-1468.7092323270667,0.0,True,0.0,Greedy-Distance (k=2),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.9998358112364848,0.9996716224729479,0.0003283775269870812,0.0,-1539.7034466654081,0.0,True,0.0,Greedy-Distance (k=2),with_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.9974549540594116,0.9949099081188039,0.005090091881138614,0.0,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Distance (k=2),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.9997849071783937,0.9995698143567652,0.00043018564316829,0.0,-1500.7105462489424,0.0,True,3.030213601304291e-16,Greedy-Distance (k=2),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9982854941754317,0.9965709883508416,0.003429011649093581,0.0,-1543.56841988232,0.0,True,1.4730391767185289e-16,Greedy-Distance (k=2),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9992080688979676,0.9984161377959154,0.0015838622040250045,0.0,-1678.2201106753193,0.0,True,0.0,Greedy-Distance (k=2),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.9943258416806647,0.9919237469765435,0.004804189408137504,0.003272063615240279,-1261.5773353406917,0.0,True,5.406890304869291e-16,Greedy-Distance (k=3),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.993774541556049,0.9907312510598587,0.0060865809923153595,0.0031821679477769165,-2019.579175708967,0.0,True,5.629234005232846e-16,Greedy-Distance (k=3),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.999256740287302,0.9985519767784857,0.0014095270175394112,3.849620390500746e-05,-1432.333978567099,0.0,True,9.524608597389272e-16,Greedy-Distance (k=3),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.9980320095956133,0.9967077077040606,0.0026486037830274448,0.0006436885128534828,-1709.9491432050593,0.0,True,1.329710163291984e-15,Greedy-Distance (k=3),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.9966470170202077,0.9939278015237122,0.005438430992907434,0.0006337674833176654,-1585.2289793332293,0.0,True,1.4343270177842348e-16,Greedy-Distance (k=3),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.9971487857953475,0.9943710530373819,0.005555465515849862,7.348144670721485e-05,-1638.6151914305615,0.0,True,1.3875965304869043e-16,Greedy-Distance (k=3),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.9947754903149971,0.9902699407208122,0.009011099188290133,0.0007189600908378956,-1653.7687905893724,0.0,True,4.1246456591223956e-16,Greedy-Distance (k=3),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.9887917622960165,0.984797979608496,0.007987565374974687,0.007214455016479578,-1980.9096562034208,0.0,True,5.739122799749517e-16,Greedy-Distance (k=3),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.9980037754918257,0.9965816126679735,0.0028443256476249706,0.0005740616843417933,-1669.6283676037929,0.0,True,1.3618220668443674e-16,Greedy-Distance (k=3),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.9982803105113796,0.9973359405286231,0.0018887399654310044,0.0007753195058843515,-1618.1339928096172,0.0,True,7.025798742674638e-16,Greedy-Distance (k=3),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.9913355896030059,0.9859141427299394,0.010842893746072436,0.003242963523942533,-2142.2303783647435,0.0,True,8.491100779432902e-16,Greedy-Distance (k=3),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.9940547777324027,0.9917821738037733,0.0045452078571888805,0.0036726183389854936,-1884.4887779695775,0.0,True,1.2065536186859193e-16,Greedy-Distance (k=3),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9978468972605268,0.9960472830112896,0.003599228498386574,0.0003534884902580596,-1522.078526748084,0.0,True,0.0,Greedy-Distance (k=3),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.9939740824751334,0.9917760528765259,0.004396059197133929,0.003827887926279313,-1633.5341333303422,0.0,True,6.959563035871911e-16,Greedy-Distance (k=3),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.9929908631056884,0.9916581126028118,0.002665501005662375,0.00567638639145768,-1468.7092323270667,0.0,True,1.3933071529390678e-15,Greedy-Distance (k=3),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.9909678078799389,0.9820812065042581,0.01777320275127659,0.0001455907444014925,-1539.7034466654081,0.0,True,1.476736808868284e-16,Greedy-Distance (k=3),with_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9979641804614935,0.9977532489931746,0.00042186293656125163,0.0018248880702067208,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Distance (k=3),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.9973781045752613,0.9949319411856784,0.004892326779077217,0.00017573203517771708,-1500.7105462489424,0.0,True,1.5151068006521456e-16,Greedy-Distance (k=3),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.9967801209614212,0.9948633761470227,0.003833489628710588,0.0013031342242018696,-1543.56841988232,0.0,True,2.9460783534370577e-16,Greedy-Distance (k=3),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9953287318423761,0.9940370702113352,0.002583323262002331,0.003379606526602993,-1678.2201106753193,0.0,True,1.3548501415092854e-16,Greedy-Distance (k=3),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,4,4,0.9932734566385567,0.9911855341438274,0.004175844989353805,0.004638620866740051,-1261.5773353406917,0.0,True,0.0,Greedy-Distance (k=4),with_single_atom_contributions
1,CC#CC1CC(C)C1O,21,4,4,0.9972595705154642,0.9957319561083526,0.0030552288141572174,0.0012128150774408633,-2019.579175708967,0.0,True,5.629234005232846e-16,Greedy-Distance (k=4),with_single_atom_contributions
2,C1OC11C2C3CN2C13,15,4,4,0.9971825620483966,0.995535731972445,0.0032936601518101126,0.0011706078756751447,-1432.333978567099,0.0,True,9.524608597389272e-16,Greedy-Distance (k=4),with_single_atom_contributions
3,C1NC2C3COCC12O3,18,4,4,0.9864650267925307,0.975619498443118,0.02169105669875036,0.0026894448580754775,-1709.9491432050593,0.0,True,1.0637681306335873e-15,Greedy-Distance (k=4),with_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,4,4,0.9893245639122416,0.9867026626897679,0.005243802444863905,0.008053534865305596,-1585.2289793332293,0.0,True,4.3029810533527043e-16,Greedy-Distance (k=4),with_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,4,4,0.9905980695153067,0.9889168659456209,0.003362407139291001,0.007720726915027759,-1638.6151914305615,0.0,True,4.162789591460713e-16,Greedy-Distance (k=4),with_single_atom_contributions
6,O=CC1OCC11CCO1,17,4,4,0.9919239988457597,0.9898457701949981,0.004156457301443828,0.005997772503498647,-1653.7687905893724,0.0,True,2.7497637727482635e-16,Greedy-Distance (k=4),with_single_atom_contributions
7,CC12COCC1(C)C2O,21,4,4,0.9955715962725313,0.9939130970477432,0.003316998449509108,0.002769904502697384,-1980.9096562034208,0.0,True,4.591298239799613e-16,Greedy-Distance (k=4),with_single_atom_contributions
8,CNC(=O)CC1CN1,18,4,4,0.9948455569078488,0.9919881473132257,0.0057148191891670365,0.00229703349754785,-1669.6283676037929,0.0,True,0.0,Greedy-Distance (k=4),with_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,4,4,0.988889639087552,0.9851112097929086,0.007556858589205501,0.007331931617825019,-1618.1339928096172,0.0,True,4.2154792456047825e-16,Greedy-Distance (k=4),with_single_atom_contributions
10,COC12C(C)C1CC2C,23,4,4,0.9891353154039496,0.98277022150216,0.01273018780351816,0.004499590694276143,-2142.2303783647435,0.0,True,1.0613875974291129e-15,Greedy-Distance (k=4),with_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,4,4,0.9924768438548243,0.987946913535392,0.009059860638794121,0.002993225825761006,-1884.4887779695775,0.0,True,2.4131072373718386e-16,Greedy-Distance (k=4),with_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,4,4,0.9946805590892525,0.9927960084816928,0.0037691012150319336,0.003434890303209775,-1522.078526748084,0.0,True,1.4938366940173598e-16,Greedy-Distance (k=4),with_single_atom_contributions
13,CCCC1=NC=NN=N1,17,4,4,0.9950874472669939,0.9933943564770502,0.003386181579806326,0.003219461943082562,-1633.5341333303422,0.0,True,1.391912607174382e-16,Greedy-Distance (k=4),with_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,4,4,0.9832784361022475,0.9774304840091904,0.0116959041860263,0.010873611804717324,-1468.7092323270667,0.0,True,1.5481190588211863e-16,Greedy-Distance (k=4),with_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,4,4,0.9874261189069005,0.9802976589223183,0.01425691996907924,0.005445421108538647,-1539.7034466654081,0.0,True,0.0,Greedy-Distance (k=4),with_single_atom_contributions
16,CCC(COC=N)=NO,19,4,4,0.9957718317351439,0.9938167921414366,0.003910079187338557,0.002273128671167631,-1737.5095308442717,0.0,True,2.617236583821627e-16,Greedy-Distance (k=4),with_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,4,4,0.9874294213606586,0.981672679013026,0.01151348469517865,0.006813836291730428,-1500.7105462489424,0.0,True,0.0,Greedy-Distance (k=4),with_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,4,4,0.9951647890210434,0.992314168370723,0.00570124130055501,0.00198459032865751,-1543.56841988232,0.0,True,4.4191175301555866e-16,Greedy-Distance (k=4),with_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,4,4,0.9931039292054981,0.9894153559092168,0.007377146592483514,0.0032074974982404677,-1678.2201106753193,0.0,True,0.0,Greedy-Distance (k=4),with_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.8425179333422405,0.6850358666803315,0.3149641333072197,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Distance (k=2),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.9076220058399974,0.8152440116745271,0.18475598830906945,0.0,1.5235452888552419,-2021.1027209978224,True,2.040388619548127e-15,Distance (k=2),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.7578142945445286,0.5156285890886994,0.4843714109102268,0.0,82.88587696587113,-1515.21985553297,True,1.71450857919212e-16,Distance (k=2),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.9322351760690465,0.8644703521371833,0.13552964786008725,0.0,36.63757831488394,-1746.5867215199432,True,1.939382373068867e-16,Distance (k=2),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.6935371253762712,0.38707425075079666,0.6129257492439664,0.0,4.312537059739271,-1589.5415163929686,True,6.178579388717609e-16,Distance (k=2),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9613224800853413,0.9226449601691984,0.07735503982634949,0.0,18.986259179603863,-1657.6014506101653,True,1.3098417922256238e-15,Distance (k=2),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.8807540609072108,0.7615081218135055,0.23849187818374643,0.0,24.757996713375118,-1678.5267873027476,True,1.0044833610494817e-15,Distance (k=2),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.9635071829176146,0.9270143658309965,0.07298563415630556,0.0,-0.9582831744772141,-1979.9513730289436,True,4.750072339495479e-15,Distance (k=2),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9672221940081762,0.9344443880156171,0.06555561198217673,0.0,2.6366930561521884,-1672.265060659945,True,3.3685317204217448e-15,Distance (k=2),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.8592941878188723,0.7185883756290907,0.28141162434494704,0.0,-1.6838901683310934,-1616.450102641286,True,9.494212778436605e-15,Distance (k=2),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.7599563565185393,0.5199127130353615,0.48008728695948677,0.0,9.008961511740576,-2151.239339876484,True,5.915299461760044e-16,Distance (k=2),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.8279975472442082,0.6559950944876551,0.344004905510061,0.0,33.38591039790339,-1917.874688367481,True,0.0,Distance (k=2),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.91827576284629,0.8365515256917101,0.163448474305681,0.0,32.29489123173883,-1554.3734179798228,True,4.4003414079288894e-16,Distance (k=2),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.8957059986362547,0.7914119972704007,0.2085880027232733,0.0,15.807805114993277,-1649.3419384453355,True,3.371164104947473e-16,Distance (k=2),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.8964541451360869,0.792908290271513,0.2070917097265051,0.0,-50.45568278163597,-1418.2535495454308,True,1.4082511554423034e-16,Distance (k=2),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.8072720443274258,0.614544088654359,0.3854559113441638,0.0,8.686721758681735,-1548.3901684240898,True,2.044910483755813e-15,Distance (k=2),without_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.9176128804492603,0.8352257608978993,0.1647742391002376,0.0,35.985776923989086,-1773.4953077682608,True,9.872549608404575e-16,Distance (k=2),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.8735568737234999,0.7471137474458556,0.2528862525507117,0.0,-14.397062486315564,-1486.313483762627,True,1.6039826828557879e-15,Distance (k=2),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.8613450201127036,0.7226900402242193,0.27730995977221673,0.0,-9.421013178792297,-1534.1474067035278,True,5.656578986791453e-16,Distance (k=2),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9618766351566084,0.9237532703122607,0.07624672968487074,0.0,-34.86142178571703,-1643.3586888896023,True,6.114576222325875e-16,Distance (k=2),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.6438973086950436,0.493145013682033,0.30150459001943175,0.2053503962935933,8.03289248474122,-1269.610227825433,True,4.422707867066298e-16,Distance (k=3),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.5850718486648862,0.38223587908469214,0.4056719391560289,0.2120921817560096,1.5235452888552419,-2021.1027209978224,True,2.040388619548127e-15,Distance (k=3),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.5942760693632705,0.29268890687922394,0.6031743249669616,0.10413676815296585,82.88587696587113,-1515.21985553297,True,0.0,Distance (k=3),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.8757318275142693,0.7787411539955109,0.193981347034461,0.027277498967736263,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Distance (k=3),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.8030965098168933,0.6434109328107371,0.3193711540074083,0.037217913178176604,4.312537059739271,-1589.5415163929686,True,1.6476211703246957e-15,Distance (k=3),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.8957802423774693,0.7942464346744382,0.20306761540309323,0.002685949920241906,18.986259179603863,-1657.6014506101653,True,0.0,Distance (k=3),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.7527550477367569,0.5921028461261819,0.3213044032176361,0.08659275065354653,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Distance (k=3),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.5041124362134203,0.32741497319444196,0.35339492603502626,0.3191901007683339,-0.9582831744772141,-1979.9513730289436,True,2.4329638812050013e-15,Distance (k=3),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.9291370278271898,0.8786523833399708,0.10096928897161653,0.020378327686296598,2.6366930561521884,-1672.265060659945,True,6.73706344084349e-16,Distance (k=3),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.7514039022916803,0.6148869938267153,0.2730338169180637,0.11207918924632115,-1.6838901683310934,-1616.450102641286,True,6.856931451093104e-15,Distance (k=3),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.5069075286977358,0.19837243927008835,0.6170701788518295,0.1845573818754831,9.008961511740576,-2151.239339876484,True,1.5774131898026784e-15,Distance (k=3),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.7858908449672345,0.7040460820666212,0.16368952579872004,0.13226439213277902,33.38591039790339,-1917.874688367481,True,4.2565425192214824e-16,Distance (k=3),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.5638926114486128,0.25335817711065295,0.6210688686732186,0.1255729542141026,32.29489123173883,-1554.3734179798228,True,0.0,Distance (k=3),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.7387193738434847,0.6434139622667752,0.19061082314990724,0.16597521458068357,15.807805114993277,-1649.3419384453355,True,1.2360935051474068e-15,Distance (k=3),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.8296530894779304,0.7450241463009232,0.16925788635209602,0.08571796734554206,-50.45568278163597,-1418.2535495454308,True,1.1266009243538427e-15,Distance (k=3),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.618771710613066,0.24368847546023847,0.7501664703020646,0.006145054235004043,8.686721758681735,-1548.3901684240898,True,1.2269462902534879e-15,Distance (k=3),without_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9052192879894863,0.8953990488304931,0.01964047831442636,0.08496047285241068,35.985776923989086,-1773.4953077682608,True,0.0,Distance (k=3),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.47033464567759703,0.14294856460270483,0.6547721621443372,0.20227927324887252,-14.397062486315564,-1486.313483762627,True,0.0,Distance (k=3),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.8962495196563358,0.8344884432906077,0.12352215272867302,0.041989403978631816,-9.421013178792297,-1534.1474067035278,True,1.1313157973582906e-15,Distance (k=3),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.8077739676530477,0.754621165867408,0.10630560356802166,0.1390732305621271,-34.86142178571703,-1643.3586888896023,True,4.07638414821725e-16,Distance (k=3),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.9435898598186895,0.8871797196361687,0.11282028036020017,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Random (k=2),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.7089159690902384,0.4178319381768813,0.5821680618123324,0.0,1.5235452888552419,-2021.1027209978224,True,2.1278338461001896e-14,Random (k=2),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.6019025556846204,0.20380511136886595,0.7961948886300094,0.0,82.88587696587113,-1515.21985553297,True,5.14352573757636e-16,Random (k=2),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.7051100396406769,0.41022007928074494,0.5897799207174291,0.0,36.63757831488394,-1746.5867215199432,True,1.939382373068867e-16,Random (k=2),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9264977808413503,0.8529955616818844,0.14700443831566729,0.0,4.312537059739271,-1589.5415163929686,True,2.0595264629058696e-16,Random (k=2),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.825767064806425,0.6515341296123182,0.3484658703860856,0.0,18.986259179603863,-1657.6014506101653,True,9.356012801611598e-16,Random (k=2),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.7477077994783691,0.495415598956077,0.5045844010419395,0.0,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Random (k=2),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.7696153687134258,0.5392307374241223,0.46076926256768996,0.0,-0.9582831744772141,-1979.9513730289436,True,1.2396530251854055e-14,Random (k=2),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.7825010856416635,0.5650021712816837,0.4349978287133858,0.0,2.6366930561521884,-1672.265060659945,True,7.242343198906751e-15,Random (k=2),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.7344373832661364,0.4688747665310405,0.5311252334652627,0.0,-1.6838901683310934,-1616.450102641286,True,2.7163997671638066e-14,Random (k=2),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.9119939855729077,0.823987971144098,0.1760120288507501,0.0,9.008961511740576,-2151.239339876484,True,0.0,Random (k=2),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.5767797643109306,0.15355952862116934,0.8464404713767553,0.0,33.38591039790339,-1917.874688367481,True,1.9154441336496672e-15,Random (k=2),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9760631627870061,0.952126325573079,0.04787367442412107,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Random (k=2),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.6508768779874076,0.30175375597324017,0.6982462440220348,0.0,15.807805114993277,-1649.3419384453355,True,2.2474427366316485e-16,Random (k=2),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.6482773763344235,0.29655475266818637,0.7034452473298316,0.0,-50.45568278163597,-1418.2535495454308,True,9.857758088096124e-16,Random (k=2),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.7668903711856375,0.5337807423674378,0.46621925762105054,0.0,8.686721758681735,-1548.3901684240898,True,8.179641935023252e-16,Random (k=2),without_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.6346793709184297,0.2693587418364322,0.7306412581622859,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Random (k=2),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.6163610198252902,0.23272203964924765,0.7672779603467541,0.0,-14.397062486315564,-1486.313483762627,True,2.8378155158217785e-15,Random (k=2),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.8913784288784622,0.7827568577562062,0.2172431422416387,0.0,-9.421013178792297,-1534.1474067035278,True,0.0,Random (k=2),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.609800321695437,0.21960064339023427,0.7803993566078467,0.0,-34.86142178571703,-1643.3586888896023,True,4.07638414821725e-16,Random (k=2),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.4393419708741883,0.10218065619419388,0.6743226293582008,0.22349671444626434,8.03289248474122,-1269.610227825433,True,8.845415734132596e-16,Random (k=3),without_single_atom_contributions
